"CustomerID","VehicleAttribute","VehicleAttributeDetails"
"Cust24092","VehicleYOM","2009"
"Cust8913","VehicleMake","Saab"
"Cust35918","VehicleID","Vehicle23434"
"Cust30266","VehicleModel","Pathfinder"
"Cust28357","VehicleModel","RSX"
"Cust4039","VehicleMake","Mercedes"
"Cust32743","VehicleID","Vehicle30300"
"Cust9162","VehicleYOM","2000"
"Cust3414","VehicleModel","Civic"
"Cust18907","VehicleMake","Honda"
"Cust20128","VehicleModel","3 Series"
"Cust37816","VehicleMake","BMW"
"Cust30425","VehicleMake","Toyota"
"Cust26306","VehicleID","Vehicle9706"
"Cust18247","VehicleID","Vehicle1489"
"Cust2562","VehicleMake","Saab"
"Cust26390","VehicleYOM","2000"
"Cust35631","VehicleMake","Dodge"
"Cust17313","VehicleYOM","2010"
"Cust36880","VehicleMake","Jeep"
"Cust6800","VehicleModel","Highlander"
"Cust6732","VehicleYOM","2007"
"Cust24654","VehicleYOM","2006"
"Cust36423","VehicleModel","CRV"
"Cust39345","VehicleMake","Saab"
"Cust18959","VehicleID","Vehicle7402"
"Cust5336","VehicleModel","M5"
"Cust22807","VehicleYOM","2007"
"Cust38974","VehicleID","Vehicle15108"
"Cust18925","VehicleMake","Toyota"
"Cust28130","VehicleModel","Silverado"
"Cust14755","VehicleID","Vehicle31614"
"Cust30093","VehicleID","Vehicle17710"
"Cust15376","VehicleYOM","2005"
"Cust21673","VehicleModel","CRV"
"Cust2497","VehicleID","Vehicle10718"
"Cust33726","VehicleYOM","1998"
"Cust26846","VehicleModel","E400"
"Cust35996","VehicleModel","Tahoe"
"Cust16761","VehicleMake","Volkswagen"
"Cust13454","VehicleID","Vehicle38971"
"Cust26530","VehicleModel","Tahoe"
"Cust34638","VehicleModel","A5"
"Cust11197","VehicleYOM","2007"
"Cust3715","VehicleMake","Nissan"
"Cust1254","VehicleYOM","2004"
"Cust22881","VehicleModel","RAM"
"Cust30968","VehicleID","Vehicle1526"
"Cust6086","VehicleModel","Escape"
"Cust18069","VehicleYOM","2006"
"Cust31555","VehicleMake","Toyota"
"Cust32467","VehicleMake","BMW"
"Cust7583","VehicleMake","Ford"
"Cust16028","VehicleID","Vehicle32304"
"Cust19789","VehicleModel","Highlander"
"Cust22810","VehicleYOM","2001"
"Cust19934","VehicleModel","Silverado"
"Cust28459","VehicleMake","Suburu"
"Cust13193","VehicleYOM","2006"
"Cust21111","VehicleYOM","2012"
"Cust31678","VehicleYOM","1995"
"Cust38049","VehicleMake","Toyota"
"Cust29229","VehicleID","Vehicle19814"
"Cust4436","VehicleMake","Saab"
"Cust8025","VehicleYOM","1997"
"Cust12408","VehicleYOM","2000"
"Cust23661","VehicleYOM","2003"
"Cust38553","VehicleModel","Wrangler"
"Cust6121","VehicleModel","RAM"
"Cust18845","VehicleYOM","1998"
"Cust18145","VehicleModel","Pathfinder"
"Cust29378","VehicleMake","Chevrolet"
"Cust19585","VehicleID","Vehicle23161"
"Cust2385","VehicleModel","Forrestor"
"Cust22598","VehicleYOM","2004"
"Cust29334","VehicleModel","Silverado"
"Cust27794","VehicleID","Vehicle16579"
"Cust1938","VehicleModel","Grand Cherokee"
"Cust20938","VehicleModel","Passat"
"Cust22467","VehicleID","Vehicle29723"
"Cust17301","VehicleYOM","1995"
"Cust12256","VehicleID","Vehicle28274"
"Cust36854","VehicleMake","Honda"
"Cust35406","VehicleYOM","2002"
"Cust27846","VehicleID","Vehicle21014"
"Cust36647","VehicleMake","Ford"
"Cust26709","VehicleModel","Jetta"
"Cust14817","VehicleID","Vehicle28930"
"Cust14414","VehicleModel","Civic"
"Cust10957","VehicleModel","MDX"
"Cust24000","VehicleID","Vehicle20697"
"Cust24099","VehicleModel","A5"
"Cust34360","VehicleMake","Chevrolet"
"Cust1819","VehicleID","Vehicle24579"
"Cust16030","VehicleID","Vehicle7733"
"Cust13535","VehicleID","Vehicle11346"
"Cust27048","VehicleYOM","2014"
"Cust16787","VehicleID","Vehicle25718"
"Cust18623","VehicleMake","Mercedes"
"Cust38692","VehicleMake","Accura"
"Cust13680","VehicleMake","Saab"
"Cust9913","VehicleMake","BMW"
"Cust1010","VehicleYOM","1996"
"Cust12895","VehicleModel","Grand Cherokee"
"Cust23770","VehicleYOM","2009"
"Cust14516","VehicleMake","Chevrolet"
"Cust39210","VehicleYOM","1995"
"Cust15116","VehicleID","Vehicle34131"
"Cust14168","VehicleID","Vehicle25801"
"Cust6999","VehicleMake","Suburu"
"Cust34660","VehicleMake","Accura"
"Cust22493","VehicleMake","Accura"
"Cust28629","VehicleID","Vehicle18995"
"Cust5462","VehicleModel","Maxima"
"Cust16621","VehicleMake","Ford"
"Cust29637","VehicleYOM","2004"
"Cust5837","VehicleYOM","2005"
"Cust7624","VehicleID","Vehicle25020"
"Cust29756","VehicleMake","BMW"
"Cust38401","VehicleID","Vehicle2040"
"Cust21863","VehicleID","Vehicle30922"
"Cust24901","VehicleMake","Dodge"
"Cust19193","VehicleModel","X5"
"Cust1312","VehicleMake","Honda"
"Cust19500","VehicleMake","Saab"
"Cust5533","VehicleMake","Volkswagen"
"Cust26334","VehicleID","Vehicle15436"
"Cust19072","VehicleMake","Chevrolet"
"Cust12263","VehicleMake","Chevrolet"
"Cust39155","VehicleYOM","2013"
"Cust19834","VehicleModel","RAM"
"Cust11416","VehicleModel","95"
"Cust33337","VehicleYOM","2001"
"Cust8731","VehicleModel","RAM"
"Cust20672","VehicleID","Vehicle34585"
"Cust35970","VehicleMake","Jeep"
"Cust8458","VehicleYOM","2006"
"Cust31214","VehicleYOM","2004"
"Cust16605","VehicleMake","Suburu"
"Cust12302","VehicleYOM","2000"
"Cust28671","VehicleModel","Legacy"
"Cust25332","VehicleYOM","2009"
"Cust35302","VehicleModel","Grand Cherokee"
"Cust28775","VehicleMake","Dodge"
"Cust38804","VehicleMake","Nissan"
"Cust1831","VehicleMake","Dodge"
"Cust26159","VehicleModel","MDX"
"Cust35668","VehicleYOM","2007"
"Cust32039","VehicleYOM","1996"
"Cust16263","VehicleYOM","2008"
"Cust37580","VehicleMake","Suburu"
"Cust11657","VehicleMake","Chevrolet"
"Cust27805","VehicleModel","A3"
"Cust33603","VehicleYOM","2009"
"Cust15253","VehicleID","Vehicle20008"
"Cust35237","VehicleMake","Suburu"
"Cust34184","VehicleYOM","2007"
"Cust17185","VehicleID","Vehicle34739"
"Cust15064","VehicleModel","TL"
"Cust33877","VehicleModel","Silverado"
"Cust9373","VehicleID","Vehicle7535"
"Cust15054","VehicleID","Vehicle16500"
"Cust35666","VehicleYOM","2009"
"Cust31512","VehicleYOM","2007"
"Cust26503","VehicleModel","3 Series"
"Cust14206","VehicleMake","Dodge"
"Cust15431","VehicleID","Vehicle36836"
"Cust20384","VehicleModel","93"
"Cust38866","VehicleYOM","2006"
"Cust7827","VehicleYOM","2008"
"Cust18380","VehicleID","Vehicle22400"
"Cust35431","VehicleMake","Dodge"
"Cust30820","VehicleYOM","2007"
"Cust22756","VehicleMake","Dodge"
"Cust31164","VehicleYOM","2004"
"Cust25058","VehicleMake","Audi"
"Cust38104","VehicleMake","Nissan"
"Cust7336","VehicleMake","Honda"
"Cust35242","VehicleMake","Saab"
"Cust29229","VehicleMake","Suburu"
"Cust29442","VehicleID","Vehicle4915"
"Cust26085","VehicleYOM","1996"
"Cust26319","VehicleID","Vehicle35645"
"Cust1107","VehicleYOM","2000"
"Cust37479","VehicleModel","E400"
"Cust5746","VehicleYOM","1997"
"Cust34230","VehicleModel","MDX"
"Cust39129","VehicleModel","Civic"
"Cust29180","VehicleYOM","2008"
"Cust35516","VehicleMake","Dodge"
"Cust16623","VehicleYOM","2001"
"Cust1532","VehicleMake","Accura"
"Cust2465","VehicleYOM","2011"
"Cust10042","VehicleMake","Accura"
"Cust4306","VehicleModel","Fusion"
"Cust28932","VehicleID","Vehicle2423"
"Cust8218","VehicleMake","Ford"
"Cust36749","VehicleModel","MDX"
"Cust28345","VehicleYOM","2005"
"Cust10019","VehicleYOM","2000"
"Cust38717","VehicleID","Vehicle22009"
"Cust38904","VehicleYOM","1996"
"Cust31069","VehicleID","Vehicle37100"
"Cust24545","VehicleModel","92x"
"Cust23586","VehicleModel","MDX"
"Cust33086","VehicleID","Vehicle25389"
"Cust1251","VehicleID","Vehicle7288"
"Cust23824","VehicleMake","Saab"
"Cust25106","VehicleYOM","2011"
"Cust35978","VehicleModel","95"
"Cust11463","VehicleYOM","1999"
"Cust14888","VehicleModel","X5"
"Cust37032","VehicleID","Vehicle6875"
"Cust5201","VehicleModel","A5"
"Cust36886","VehicleYOM","2006"
"Cust27095","VehicleYOM","2002"
"Cust9335","VehicleModel","Accord"
"Cust36425","VehicleModel","CRV"
"Cust23184","VehicleMake","Dodge"
"Cust37705","VehicleModel","Wrangler"
"Cust33209","VehicleModel","93"
"Cust20950","VehicleID","Vehicle20505"
"Cust21311","VehicleMake","Toyota"
"Cust27500","VehicleYOM","2014"
"Cust5510","VehicleMake","Accura"
"Cust14377","VehicleYOM","2000"
"Cust13521","VehicleMake","Ford"
"Cust18452","VehicleModel","95"
"Cust12915","VehicleYOM","2010"
"Cust26023","VehicleModel","F150"
"Cust32223","VehicleModel","Ultima"
"Cust36583","VehicleYOM","2004"
"Cust1616","VehicleYOM","2000"
"Cust19431","VehicleID","Vehicle20166"
"Cust13784","VehicleYOM","1999"
"Cust29900","VehicleID","Vehicle35255"
"Cust34443","VehicleYOM","2008"
"Cust10706","VehicleID","Vehicle32921"
"Cust2967","VehicleYOM","1997"
"Cust7571","VehicleYOM","2010"
"Cust24308","VehicleMake","Chevrolet"
"Cust29294","VehicleModel","Ultima"
"Cust25009","VehicleID","Vehicle6241"
"Cust23347","VehicleID","Vehicle30173"
"Cust6913","VehicleYOM","2002"
"Cust27241","VehicleMake","Dodge"
"Cust5101","VehicleYOM","2001"
"Cust21197","VehicleMake","Accura"
"Cust9420","VehicleModel","E400"
"Cust38032","VehicleMake","Saab"
"Cust17177","VehicleModel","Escape"
"Cust21647","VehicleModel","RAM"
"Cust22617","VehicleID","Vehicle30682"
"Cust33431","VehicleModel","RAM"
"Cust21080","VehicleMake","Chevrolet"
"Cust24154","VehicleID","Vehicle12881"
"Cust17129","VehicleModel","Maxima"
"Cust16181","VehicleYOM","2001"
"Cust26691","VehicleModel","Legacy"
"Cust16379","VehicleMake","Ford"
"Cust35959","VehicleYOM","2003"
"Cust29305","VehicleYOM","1998"
"Cust13309","VehicleMake","Audi"
"Cust9467","VehicleID","Vehicle36010"
"Cust31481","VehicleYOM","2007"
"Cust29218","VehicleYOM","2011"
"Cust27181","VehicleYOM","2002"
"Cust19437","VehicleYOM","2006"
"Cust3019","VehicleID","Vehicle12893"
"Cust16719","VehicleModel","A5"
"Cust30673","VehicleMake","Volkswagen"
"Cust7748","VehicleModel","CRV"
"Cust7830","VehicleID","Vehicle15155"
"Cust16468","VehicleID","Vehicle6882"
"Cust19508","VehicleID","Vehicle9406"
"Cust11997","VehicleModel","95"
"Cust21606","VehicleModel","F150"
"Cust27341","VehicleYOM","1998"
"Cust25009","VehicleMake","Toyota"
"Cust37344","VehicleID","Vehicle39554"
"Cust32928","VehicleYOM","2012"
"Cust5289","VehicleID","Vehicle20600"
"Cust3992","VehicleModel","F150"
"Cust3068","VehicleYOM","2006"
"Cust26004","VehicleModel","RAM"
"Cust26017","VehicleModel","95"
"Cust27152","VehicleYOM","2013"
"Cust33777","VehicleYOM","2002"
"Cust5642","VehicleID","Vehicle7923"
"Cust10655","VehicleModel","Passat"
"Cust5637","VehicleID","Vehicle20675"
"Cust13671","VehicleMake","Audi"
"Cust18629","VehicleYOM","2000"
"Cust16693","VehicleID","Vehicle37142"
"Cust9401","VehicleMake","Honda"
"Cust18474","VehicleID","Vehicle7690"
"Cust10706","VehicleModel","ML350"
"Cust29977","VehicleMake","Audi"
"Cust36110","VehicleMake","Suburu"
"Cust8382","VehicleModel","93"
"Cust20183","VehicleYOM","2007"
"Cust13562","VehicleMake","Jeep"
"Cust11815","VehicleYOM","1996"
"Cust19375","VehicleYOM","2012"
"Cust37381","VehicleID","Vehicle8405"
"Cust10935","VehicleModel","Camry"
"Cust32165","VehicleID","Vehicle2946"
"Cust35491","VehicleModel","MDX"
"Cust10510","VehicleID","Vehicle19154"
"Cust33111","VehicleID","Vehicle38342"
"Cust25730","VehicleYOM","2009"
"Cust10835","VehicleYOM","2002"
"Cust29468","VehicleYOM","2013"
"Cust6426","VehicleYOM","2008"
"Cust2027","VehicleMake","Suburu"
"Cust5312","VehicleModel","C300"
"Cust2241","VehicleYOM","2005"
"Cust38091","VehicleYOM","1998"
"Cust34710","VehicleModel","TL"
"Cust15286","VehicleMake","Ford"
"Cust12647","VehicleModel","E400"
"Cust36296","VehicleMake","Nissan"
"Cust4887","VehicleMake","Chevrolet"
"Cust17692","VehicleYOM","1995"
"Cust14431","VehicleID","Vehicle31383"
"Cust2889","VehicleMake","Volkswagen"
"Cust17613","VehicleModel","Wrangler"
"Cust2066","VehicleID","Vehicle36740"
"Cust15683","VehicleYOM","2001"
"Cust25277","VehicleMake","Toyota"
"Cust24789","VehicleID","Vehicle15163"
"Cust36752","VehicleMake","Accura"
"Cust17403","VehicleMake","Dodge"
"Cust6090","VehicleModel","A5"
"Cust5325","VehicleID","Vehicle12197"
"Cust22509","VehicleID","Vehicle6856"
"Cust22418","VehicleMake","Mercedes"
"Cust6859","VehicleYOM","2011"
"Cust34389","VehicleMake","Honda"
"Cust29773","VehicleModel","Wrangler"
"Cust33522","VehicleYOM","2010"
"Cust9486","VehicleID","Vehicle33679"
"Cust18445","VehicleYOM","1996"
"Cust8939","VehicleID","Vehicle20151"
"Cust10340","VehicleID","Vehicle16524"
"Cust9566","VehicleMake","Nissan"
"Cust18935","VehicleYOM","2012"
"Cust14076","VehicleMake","Honda"
"Cust15418","VehicleID","Vehicle39505"
"Cust29482","VehicleMake","Chevrolet"
"Cust21067","VehicleID","Vehicle37589"
"Cust20017","VehicleModel","A3"
"Cust25279","VehicleModel","E400"
"Cust17255","VehicleModel","Escape"
"Cust32472","VehicleModel","3 Series"
"Cust21724","VehicleYOM","1995"
"Cust1761","VehicleID","Vehicle18254"
"Cust9254","VehicleID","Vehicle15660"
"Cust24260","VehicleModel","Tahoe"
"Cust25044","VehicleYOM","2012"
"Cust38856","VehicleModel","Civic"
"Cust28513","VehicleMake","Ford"
"Cust9624","VehicleMake","Dodge"
"Cust30520","VehicleModel","Neon"
"Cust32624","VehicleMake","Chevrolet"
"Cust32092","VehicleYOM","2004"
"Cust11952","VehicleMake","Saab"
"Cust15549","VehicleMake","Suburu"
"Cust27552","VehicleYOM","2011"
"Cust34071","VehicleYOM","1995"
"Cust32199","VehicleModel","Accord"
"Cust10170","VehicleModel","Neon"
"Cust26591","VehicleModel","92x"
"Cust18366","VehicleID","Vehicle5842"
"Cust3972","VehicleID","Vehicle5321"
"Cust19287","VehicleModel","Escape"
"Cust20387","VehicleID","Vehicle8503"
"Cust24843","VehicleID","Vehicle2571"
"Cust29359","VehicleID","Vehicle19678"
"Cust18335","VehicleModel","TL"
"Cust37488","VehicleMake","Dodge"
"Cust31104","VehicleID","Vehicle8804"
"Cust5417","VehicleModel","A3"
"Cust8399","VehicleMake","Honda"
"Cust26733","VehicleModel","Neon"
"Cust7556","VehicleID","Vehicle11264"
"Cust14457","VehicleID","Vehicle23618"
"Cust35204","VehicleID","Vehicle31190"
"Cust3165","VehicleMake","Jeep"
"Cust6167","VehicleID","Vehicle15576"
"Cust5245","VehicleModel","CRV"
"Cust17187","VehicleMake","Jeep"
"Cust11886","VehicleYOM","2002"
"Cust1766","VehicleModel","Forrestor"
"Cust23092","VehicleModel","Silverado"
"Cust6383","VehicleModel","Wrangler"
"Cust20896","VehicleID","Vehicle15983"
"Cust37526","VehicleYOM","2003"
"Cust19260","VehicleModel","Accord"
"Cust29268","VehicleYOM","2007"
"Cust35700","VehicleID","Vehicle6378"
"Cust23008","VehicleYOM","2010"
"Cust14306","VehicleID","Vehicle15920"
"Cust28810","VehicleYOM","1997"
"Cust1809","VehicleMake","Audi"
"Cust23619","VehicleYOM","2000"
"Cust3551","VehicleModel","F150"
"Cust34704","VehicleMake","Nissan"
"Cust38828","VehicleID","Vehicle33391"
"Cust6363","VehicleMake","Chevrolet"
"Cust20073","VehicleModel","Impreza"
"Cust2321","VehicleYOM","1997"
"Cust25998","VehicleID","Vehicle13938"
"Cust18983","VehicleYOM","2015"
"Cust39288","VehicleModel","MDX"
"Cust3575","VehicleYOM","2001"
"Cust30634","VehicleID","Vehicle35888"
"Cust3688","VehicleModel","ML350"
"Cust10001","VehicleID","Vehicle15893"
"Cust12687","VehicleMake","Audi"
"Cust8950","VehicleModel","MDX"
"Cust38732","VehicleYOM","2001"
"Cust23234","VehicleYOM","2013"
"Cust30569","VehicleYOM","1997"
"Cust11402","VehicleID","Vehicle29545"
"Cust19520","VehicleMake","Suburu"
"Cust5546","VehicleMake","Dodge"
"Cust7625","VehicleYOM","2000"
"Cust22964","VehicleID","Vehicle27230"
"Cust29757","VehicleMake","BMW"
"Cust11598","VehicleYOM","2014"
"Cust23684","VehicleYOM","2014"
"Cust32152","VehicleMake","Suburu"
"Cust3565","VehicleYOM","2011"
"Cust5303","VehicleModel","Forrestor"
"Cust12694","VehicleYOM","2002"
"Cust34517","VehicleID","Vehicle24261"
"Cust14680","VehicleMake","Honda"
"Cust7602","VehicleYOM","2001"
"Cust14921","VehicleModel","RAM"
"Cust35412","VehicleID","Vehicle37227"
"Cust19816","VehicleModel","Neon"
"Cust8630","VehicleID","Vehicle12959"
"Cust33084","VehicleMake","Ford"
"Cust24462","VehicleMake","Jeep"
"Cust37219","VehicleMake","Jeep"
"Cust36492","VehicleID","Vehicle10525"
"Cust7943","VehicleYOM","2009"
"Cust12380","VehicleID","Vehicle30812"
"Cust26148","VehicleModel","Impreza"
"Cust6044","VehicleModel","F150"
"Cust29074","VehicleMake","Saab"
"Cust6344","VehicleMake","Chevrolet"
"Cust16543","VehicleYOM","1999"
"Cust15297","VehicleMake","Audi"
"Cust1830","VehicleMake","Jeep"
"Cust18386","VehicleYOM","2013"
"Cust16185","VehicleMake","Suburu"
"Cust14463","VehicleID","Vehicle37929"
"Cust37167","VehicleModel","A3"
"Cust8943","VehicleModel","Wrangler"
"Cust29658","VehicleModel","Wrangler"
"Cust7498","VehicleMake","Chevrolet"
"Cust2630","VehicleID","Vehicle7324"
"Cust3723","VehicleID","Vehicle27621"
"Cust10989","VehicleMake","Nissan"
"Cust27651","VehicleYOM","2008"
"Cust17543","VehicleModel","95"
"Cust35344","VehicleModel","A5"
"Cust8536","VehicleModel","TL"
"Cust32514","VehicleMake","Ford"
"Cust13654","VehicleYOM","2000"
"Cust18781","VehicleMake","Toyota"
"Cust6786","VehicleMake","Volkswagen"
"Cust17382","VehicleModel","TL"
"Cust9801","VehicleModel","A3"
"Cust8130","VehicleModel","95"
"Cust34871","VehicleYOM","2009"
"Cust13467","VehicleYOM","1998"
"Cust20345","VehicleYOM","2013"
"Cust30316","VehicleYOM","1996"
"Cust28479","VehicleID","Vehicle8460"
"Cust33793","VehicleMake","Jeep"
"Cust11336","VehicleModel","A3"
"Cust5725","VehicleMake","Toyota"
"Cust27870","VehicleModel","E400"
"Cust3403","VehicleID","Vehicle12690"
"Cust37485","VehicleMake","Dodge"
"Cust26393","VehicleModel","Malibu"
"Cust2832","VehicleModel","Forrestor"
"Cust22791","VehicleYOM","2000"
"Cust36313","VehicleYOM","2003"
"Cust14701","VehicleYOM","2008"
"Cust33215","VehicleYOM","2005"
"Cust24446","VehicleID","Vehicle3963"
"Cust36014","VehicleID","Vehicle16675"
"Cust5432","VehicleYOM","2005"
"Cust36748","VehicleID","Vehicle21350"
"Cust22923","VehicleModel","Forrestor"
"Cust7722","VehicleModel","M5"
"Cust25636","VehicleMake","Nissan"
"Cust29361","VehicleID","Vehicle27998"
"Cust37577","VehicleModel","Malibu"
"Cust11300","VehicleMake","Ford"
"Cust19296","VehicleModel","X5"
"Cust3522","VehicleYOM","2013"
"Cust35226","VehicleYOM","1998"
"Cust35531","VehicleMake","Saab"
"Cust21228","VehicleID","Vehicle23405"
"Cust35273","VehicleModel","Jetta"
"Cust32225","VehicleYOM","1997"
"Cust38002","VehicleModel","95"
"Cust4444","VehicleYOM","2012"
"Cust7463","VehicleModel","Jetta"
"Cust26822","VehicleModel","M5"
"Cust9943","VehicleYOM","2000"
"Cust1198","VehicleModel","MDX"
"Cust12325","VehicleID","Vehicle23954"
"Cust3927","VehicleID","Vehicle14933"
"Cust25634","VehicleMake","Nissan"
"Cust4822","VehicleYOM","2012"
"Cust13588","VehicleID","Vehicle27870"
"Cust28294","VehicleID","Vehicle23819"
"Cust7366","VehicleModel","C300"
"Cust33888","VehicleModel","A3"
"Cust33032","VehicleMake","Nissan"
"Cust26085","VehicleMake","Accura"
"Cust28502","VehicleID","Vehicle23710"
"Cust9262","VehicleMake","Mercedes"
"Cust8247","VehicleYOM","2002"
"Cust25379","VehicleMake","Chevrolet"
"Cust26359","VehicleID","Vehicle28437"
"Cust5804","VehicleYOM","2006"
"Cust33119","VehicleYOM","2000"
"Cust20254","VehicleID","Vehicle37617"
"Cust24961","VehicleYOM","1998"
"Cust19987","VehicleYOM","2002"
"Cust15147","VehicleModel","Malibu"
"Cust22161","VehicleID","Vehicle15509"
"Cust20661","VehicleModel","RSX"
"Cust35952","VehicleID","Vehicle38477"
"Cust24788","VehicleMake","Dodge"
"Cust35297","VehicleYOM","2002"
"Cust13067","VehicleModel","TL"
"Cust16154","VehicleYOM","2008"
"Cust9195","VehicleModel","92x"
"Cust2791","VehicleModel","Ultima"
"Cust7716","VehicleModel","Impreza"
"Cust35727","VehicleModel","Forrestor"
"Cust37071","VehicleID","Vehicle38052"
"Cust32452","VehicleID","Vehicle8130"
"Cust10543","VehicleYOM","2006"
"Cust28934","VehicleModel","A3"
"Cust9939","VehicleID","Vehicle14729"
"Cust37673","VehicleID","Vehicle34512"
"Cust20450","VehicleMake","Honda"
"Cust29086","VehicleMake","Nissan"
"Cust7570","VehicleMake","Mercedes"
"Cust28319","VehicleModel","RAM"
"Cust17956","VehicleModel","Tahoe"
"Cust6918","VehicleMake","Ford"
"Cust26146","VehicleID","Vehicle9961"
"Cust11169","VehicleMake","Accura"
"Cust13373","VehicleMake","Accura"
"Cust11455","VehicleID","Vehicle14937"
"Cust2224","VehicleID","Vehicle5375"
"Cust8278","VehicleYOM","2003"
"Cust14170","VehicleID","Vehicle38432"
"Cust14492","VehicleModel","Highlander"
"Cust35843","VehicleModel","Jetta"
"Cust24341","VehicleMake","Volkswagen"
"Cust30283","VehicleYOM","2000"
"Cust27707","VehicleID","Vehicle33945"
"Cust28444","VehicleModel","95"
"Cust13153","VehicleID","Vehicle33709"
"Cust14866","VehicleID","Vehicle16691"
"Cust16552","VehicleID","Vehicle24769"
"Cust38092","VehicleModel","A3"
"Cust10440","VehicleYOM","2006"
"Cust5509","VehicleYOM","1996"
"Cust9379","VehicleMake","Dodge"
"Cust20109","VehicleModel","Passat"
"Cust19292","VehicleID","Vehicle21897"
"Cust35263","VehicleID","Vehicle26290"
"Cust31170","VehicleModel","95"
"Cust12580","VehicleModel","Highlander"
"Cust31517","VehicleID","Vehicle20303"
"Cust11183","VehicleYOM","2006"
"Cust12397","VehicleModel","X6"
"Cust19508","VehicleModel","Civic"
"Cust31727","VehicleModel","MDX"
"Cust36937","VehicleMake","Toyota"
"Cust8944","VehicleYOM","1998"
"Cust14270","VehicleID","Vehicle4941"
"Cust37994","VehicleMake","Nissan"
