CustomerID,DateOfIncident,TypeOfIncident,TypeOfCollission,SeverityOfIncident,AuthoritiesContacted,IncidentState,IncidentCity,IncidentAddress,IncidentTime,NumberOfVehicles,PropertyDamage,BodilyInjuries,Witnesses,PoliceReport,AmountOfTotalClaim,AmountOfInjuryClaim,AmountOfPropertyClaim,AmountOfVehicleDamage
Cust10211,11-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,State8,City6,Location 1987,18,1,NO,0,2,NO,54217,5379,5379,43459
Cust10214,25-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,State7,City4,Location 2070,11,3,NO,1,3,YES,76183,7760,12914,55509
Cust10215,23-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,State8,City6,Location 1027,8,1,NO,0,3,YES,67284,11352,12098,43834
Cust10216,12-02-2015,Vehicle Theft,?,Minor Damage,None,State9,City1,Location 1942,3,1,YES,1,1,?,4767,490,490,3787
Cust10217,17-02-2015,Vehicle Theft,?,Minor Damage,None,State4,City6,Location 1942,3,1,YES,1,1,?,3403,360,360,2683
Cust10219,30-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,State5,City4,Location 1467,17,3,YES,0,3,?,47405,4291,8581,34533
Cust1022,10-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,State7,City1,Location 1372,15,3,?,1,2,?,37840,0,4730,33110
Cust10220,22-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,State5,City5,Location 1127,10,3,NO,0,3,NO,57554,5384,10434,41736
Cust10221,22-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,State5,City5,Location 1127,10,3,NO,0,3,NO,57921,5575,10469,41877
Cust10222,09-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,State5,City5,Location 1136,12,1,?,0,1,NO,77409,13247,13247,50915
Cust10223,14-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,State5,City4,Location 1683,12,1,?,1,2,NO,71628,11618,11618,48392
Cust10224,19-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,State7,City7,Location 1591,16,1,?,0,2,?,65540,12084,12084,41372
Cust10225,18-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,State7,City7,Location 1591,15,1,?,0,2,?,63184,11877,11877,39430
Cust10226,10-02-2015,Vehicle Theft,?,Trivial Damage,Police,State5,City4,Location 1915,15,1,?,1,3,NO,5010,913,400,3697
Cust10229,18-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,State5,City7,Location 1968,10,3,?,1,0,NO,MISSEDDATA,9574,9574,31666
Cust1023,11-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,State7,City3,Location 1652,20,3,NO,0,0,YES,71520,17880,5960,47680
Cust10231,17-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,State4,City4,Location 1840,4,2,YES,1,1,YES,63728,11818,7178,44732
Cust10232,03-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,State7,City5,Location 2053,16,1,?,2,3,YES,71357,11133,10169,50055
Cust10233,02-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,State9,City4,Location 1053,16,1,?,2,3,YES,75720,10216,13986,51518
Cust10234,22-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Police,State9,City2,Location 1339,13,1,NO,0,1,?,63976,15575,5471,42930
Cust10235,22-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,State9,City5,Location 1339,14,1,NO,0,1,?,64785,15896,5499,43390
Cust10236,18-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Other,State9,City3,Location 1264,13,1,YES,1,0,NO,54909,10259,6033,38617
Cust10237,17-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Police,State9,City4,Location 1310,13,1,YES,1,0,NO,56647,10010,6654,39983
Cust10239,17-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,State7,City5,Location 1659,8,1,?,0,1,?,70114,12753,6349,51012
Cust1024,19-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,State9,City4,Location 1351,15,1,?,2,2,?,98160,8180,16360,73620
Cust10240,04-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,State9,City3,Location 2084,3,1,NO,2,1,NO,58979,12907,6902,39170
Cust10241,09-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,State9,City3,Location 2084,9,1,NO,2,1,NO,69119,13935,10173,45011
Cust10242,03-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,State5,City6,Location 1859,16,3,NO,2,2,?,52275,5407,9017,37851
Cust10243,04-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,State5,City6,Location 1859,15,3,NO,2,1,YES,52896,5703,7269,39924
Cust10244,20-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,State5,City5,Location 1970,12,2,NO,2,2,YES,43985,4912,5647,33426
Cust10246,25-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,State7,City6,Location 1465,6,3,?,0,1,NO,47988,5035,7711,35242
Cust10247,25-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,State5,City6,Location 1465,6,3,?,0,1,NO,46393,4903,7171,34319
Cust10248,02-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,State5,City4,Location 1639,14,4,YES,0,0,NO,59092,10734,5380,42978
Cust10249,05-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,State5,City4,Location 1146,15,3,YES,1,0,NO,69400,7618,10155,51627
Cust1025,24-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,State8,City6,Location 1489,6,1,NO,1,3,NO,77880,7080,14160,56640
Cust10250,28-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,State9,City1,Location 1967,9,1,NO,2,0,YES,75229,8217,8855,58157
Cust10254,24-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,State5,City4,Location 1227,11,1,?,2,1,YES,59035,11709,6343,40983
Cust10256,06-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,State5,City1,Location 1626,13,1,NO,0,0,NO,61111,5862,8647,46602
Cust10257,08-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,State5,City1,Location 1626,16,1,NO,0,0,NO,60819,5397,9479,45943
Cust10259,17-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,State5,City5,Location 1471,17,3,?,2,3,YES,42217,8416,4208,29593
Cust1026,09-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,State3,City1,Location 1168,16,3,NO,1,3,YES,71500,16500,11000,44000
Cust10260,18-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,State5,City1,Location 1491,17,1,?,1,2,?,44164,3801,7119,33244
Cust10262,09-02-2015,Parked Car,Rear Collision,Minor Damage,None,State7,City3,Location 2014,12,2,NO,2,1,NO,16041,1604,2330,12107
Cust10264,19-01-2015,Vehicle Theft,?,Trivial Damage,None,State5,City5,Location 1411,6,1,NO,0,1,?,3746,678,678,2390
Cust10266,13-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,State5,City6,Location 1329,10,1,YES,1,1,?,57627,8907,5688,43032
Cust10268,25-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,State9,City4,Location 1227,21,1,YES,1,3,YES,84272,15462,14692,54118
Cust10269,24-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,State9,City4,Location 1227,13,1,?,2,1,YES,64426,12578,7826,44022
Cust1027,28-01-2015,Parked Car,?,Minor Damage,Police,State6,City1,Location 1963,4,1,YES,1,3,YES,9020,1640,820,6560
Cust10270,09-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,State7,City4,Location 1384,21,3,NO,1,0,NO,58669,8659,8659,41351
Cust10272,19-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,State7,City1,Location 1945,8,3,YES,2,1,YES,58611,5426,9780,43405
Cust10273,18-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,State7,City4,Location 1667,6,3,YES,2,1,YES,57833,5572,7684,44577
Cust10274,06-01-2015,Vehicle Theft,?,Minor Damage,Police,State4,City3,Location 1436,6,1,NO,1,1,?,3379,646,480,2253
Cust10275,04-02-2015,Parked Car,?,Minor Damage,Police,State4,City3,Location 1505,7,1,NO,2,0,NO,5382,919,875,3588
Cust10276,19-01-2015,Vehicle Theft,?,Trivial Damage,None,State7,City6,Location 1807,6,1,YES,1,2,?,7182,1153,745,5284
Cust10277,18-01-2015,Vehicle Theft,?,Trivial Damage,None,State5,City6,Location 1067,5,1,YES,1,2,?,7218,1231,705,5282
Cust10278,10-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,State8,City7,Location 1999,12,3,NO,2,0,YES,68779,8544,10214,50021
Cust10279,07-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,State8,City7,Location 1931,18,3,NO,2,0,NO,57873,10029,5755,42089
Cust1028,07-01-2015,Vehicle Theft,?,Minor Damage,None,State8,City5,Location 1747,5,1,YES,2,1,?,5720,1040,520,4160
Cust10281,05-01-2015,Vehicle Theft,?,Trivial Damage,None,State7,City2,Location 1823,4,1,NO,1,0,NO,5910,945,945,4020
Cust10283,18-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,State9,City7,Location 2062,13,1,?,0,1,NO,77526,8958,6653,61915
Cust10285,07-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,State7,City2,Location 1739,9,1,NO,2,3,NO,90759,14694,14694,61371
Cust10286,23-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,State9,City7,Location 2062,13,1,?,0,0,NO,79678,12569,7096,60013
Cust10288,23-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,State7,City6,Location 1027,9,1,NO,0,3,YES,67973,11074,12161,44738
Cust10289,24-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,State7,City6,Location 1027,10,2,NO,0,3,YES,70836,9919,12424,48493
Cust10290,17-02-2015,Vehicle Theft,?,Minor Damage,None,State4,City2,Location 1407,9,1,NO,0,2,NO,8003,1056,1260,5687
Cust10291,17-02-2015,Vehicle Theft,?,Minor Damage,None,State7,City2,Location 2016,7,1,?,0,2,?,8567,967,1566,6034
Cust10292,08-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,State9,City1,Location 1703,1,3,?,2,3,YES,67741,10933,11362,45446
Cust10293,09-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,State9,City1,Location 1098,6,3,NO,2,3,YES,66294,9460,11367,45467
Cust10294,04-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,State9,City1,Location 1404,11,3,?,1,2,?,64835,9107,7611,48117
Cust10295,07-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,State9,City1,Location 1404,7,3,?,1,3,?,64193,7404,9633,47156
Cust10296,09-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,State5,City6,Location 1835,9,1,YES,2,2,NO,63207,5817,10853,46537
Cust10297,10-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,State5,City6,Location 1548,10,1,YES,2,2,NO,63021,5850,10369,46802
Cust10298,15-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,State7,City6,Location 2038,18,1,NO,0,2,YES,71579,12113,12113,47353
Cust10299,17-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,State7,City6,Location 1453,19,1,NO,0,2,YES,73587,13185,13185,47217
Cust10302,19-02-2015,Parked Car,?,Trivial Damage,Police,State4,City1,Location 2068,20,1,?,0,2,?,9922,1478,844,7600
Cust10303,24-02-2015,Parked Car,?,Trivial Damage,Police,State9,City2,Location 2068,10,1,?,0,3,YES,6441,749,898,4794
Cust10306,20-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,State7,City4,Location 1242,3,3,YES,0,0,YES,47531,5365,9975,32191
Cust10307,23-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,State7,City5,Location 1621,4,3,YES,0,0,NO,50029,5583,10949,33497
Cust10308,07-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,State7,City3,Location 1408,7,1,?,1,3,NO,75167,14341,8901,51925
Cust1031,18-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,State7,City2,Location 2013,22,4,NO,0,0,?,75600,12600,12600,50400
Cust10312,09-02-2015,Parked Car,?,Minor Damage,None,State8,City4,Location 1206,7,1,?,2,3,NO,7273,1351,675,5247
Cust10314,24-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,State5,City1,Location 1926,3,3,?,1,1,?,69858,12702,9576,47580
Cust10315,25-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,State7,City1,Location 1926,3,3,?,1,1,?,69401,12618,10033,46750
Cust10316,17-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,State5,City1,Location 1262,4,3,?,0,3,NO,45434,4543,5490,35401
Cust10317,16-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,State4,City1,Location 1465,5,3,?,0,3,NO,42770,4277,4364,34129
Cust10318,16-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,State5,City1,Location 1554,5,1,YES,1,1,NO,63013,12343,6172,44498
Cust10319,13-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,State5,City1,Location 1554,6,1,YES,1,1,NO,67841,12768,6384,48689
Cust10320,21-01-2015,Parked Car,?,Trivial Damage,Police,State9,City7,Location 2087,5,1,YES,1,2,NO,6291,658,841,4792
Cust10321,20-01-2015,Parked Car,?,Trivial Damage,Police,State9,City1,Location 1831,6,1,YES,1,2,NO,6380,654,900,4826
Cust10322,20-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,State4,City4,Location 1381,2,1,YES,1,1,YES,71439,13035,6772,51632
Cust10323,19-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,State7,City4,Location 1840,3,1,YES,1,1,YES,68581,12584,6923,49074
Cust10326,13-02-2015,Vehicle Theft,?,Minor Damage,Police,State9,City5,Location 1305,5,1,NO,0,2,YES,4939,828,828,3283
Cust10327,14-01-2015,Vehicle Theft,?,Minor Damage,Police,State4,City5,Location 1305,8,1,NO,0,3,YES,3357,600,600,2157
Cust10328,10-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,State9,City3,Location 1855,16,3,?,1,2,?,59757,6585,8944,44228
Cust10329,10-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,State6,City1,Location 1855,16,3,?,1,1,?,58473,6225,9116,43132
Cust1033,24-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,State5,City1,Location 1708,16,3,YES,2,3,NO,29790,3310,3310,23170
Cust10330,09-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,State9,City2,Location 1733,19,2,YES,0,1,YES,56818,8285,4853,43680
Cust10332,17-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,State5,City5,Location 1430,17,1,?,1,2,YES,42864,3574,7140,32150
Cust10333,22-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,State5,City1,Location 1430,20,1,?,1,3,YES,52849,5318,6980,40551
Cust10334,08-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,State5,City3,Location 1042,11,1,YES,1,0,?,56244,6581,6581,43082
Cust10335,08-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,State5,City7,Location 1609,10,1,YES,0,0,?,47181,5787,5787,35607
Cust10336,16-02-2015,Parked Car,Rear Collision,Minor Damage,None,State8,City2,Location 1437,9,3,?,2,2,?,42299,8410,4288,29601
Cust10337,15-02-2015,Parked Car,?,Minor Damage,Ambulance,State8,City2,Location 1437,12,4,NO,2,3,?,56217,11239,5627,39351
Cust10338,10-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,State7,City7,Location 2012,14,1,NO,1,1,YES,85599,11416,15974,58209
Cust1034,09-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,State5,City3,Location 1124,1,3,NO,1,2,?,77110,14020,14020,49070
Cust10340,12-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,State7,City6,Location 1741,16,1,NO,2,0,YES,54326,10848,5424,38054
Cust10341,16-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,State7,City6,Location 1741,12,2,NO,2,0,YES,55425,10326,5163,39936
Cust10343,17-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,State9,City1,Location 1800,11,3,YES,1,1,NO,84634,16122,10073,58439
Cust10344,23-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,State7,City7,Location 1423,8,1,NO,0,3,YES,67125,10249,10249,46627
Cust10345,23-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,State7,City7,Location 1027,8,1,NO,0,3,YES,66896,10539,10539,45818
Cust10347,09-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,State7,City7,Location 1294,15,3,NO,2,1,NO,48793,7653,8372,32768
Cust10348,21-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,State7,City5,Location 1471,19,3,?,0,2,YES,38625,5536,4592,28497
Cust10349,21-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,State7,City5,Location 1810,19,3,NO,0,2,YES,38626,5536,4592,28498
Cust1035,12-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,State9,City3,Location 1733,17,1,YES,0,1,YES,64800,10800,5400,48600
Cust10350,18-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,State5,City4,Location 1013,2,3,NO,2,3,?,77538,13857,14151,49530
Cust10351,06-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,State5,City4,Location 1828,15,3,NO,2,2,YES,57095,6965,11140,38990
Cust10352,16-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,State7,City4,Location 1591,13,1,YES,0,2,?,66762,8341,13352,45069
Cust10353,16-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,State7,City7,Location 1591,13,1,YES,0,2,?,68448,7862,13690,46896
Cust10355,19-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,State5,City2,Location 1020,5,1,?,1,1,NO,66067,11875,9283,44909
Cust10356,15-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,State9,City5,Location 1668,21,3,NO,0,2,YES,58546,10449,10449,37648
Cust10358,07-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,State5,City6,Location 1422,14,1,YES,2,0,YES,64730,11204,11204,42322
Cust1036,24-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Other,State9,City7,Location 2021,15,1,YES,2,0,YES,53100,10620,5310,37170
Cust10360,22-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,State4,City1,Location 1309,16,3,YES,1,0,?,51993,9915,5562,36516
Cust10361,21-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,State4,City1,Location 1309,20,4,YES,2,0,?,69940,7687,11720,50533
Cust10362,17-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,State7,City6,Location 1327,22,3,YES,2,0,NO,60910,11868,7810,41232
Cust10363,18-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,State7,City6,Location 1081,22,3,NO,2,0,NO,63656,12006,8410,43240
Cust10365,12-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,State5,City5,Location 1352,3,3,NO,1,0,NO,55840,10153,5522,40165
Cust10366,20-01-2015,Parked Car,?,Trivial Damage,Police,State9,City7,Location 1831,6,1,YES,1,2,NO,6416,653,923,4840
Cust10368,11-02-2015,Vehicle Theft,?,Minor Damage,None,State9,City2,Location 1155,16,1,?,1,3,NO,4800,952,517,3331
Cust10369,11-02-2015,Vehicle Theft,?,Minor Damage,None,State9,City2,Location 1155,15,1,NO,1,3,NO,4541,893,524,3124
Cust1037,09-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,State5,City5,Location 1720,3,1,?,1,1,YES,60200,6020,6020,48160
Cust10370,04-02-2015,Vehicle Theft,?,Trivial Damage,Police,State9,City7,Location 1056,3,1,YES,1,3,YES,5542,616,616,4310
Cust10371,04-02-2015,Vehicle Theft,?,Trivial Damage,Police,State9,City7,Location 1515,3,1,YES,1,3,YES,5635,626,626,4383
Cust10373,22-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,State5,City5,Location 1998,7,2,NO,2,2,NO,65531,9593,10066,45872
Cust10375,16-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,State9,City4,Location 1940,22,2,NO,2,2,YES,69130,6666,9134,53330
Cust10376,27-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,State9,City7,Location 1037,20,3,?,1,1,YES,61334,0,13119,48215
Cust10377,27-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,State6,City3,Location 1813,20,3,?,1,1,YES,61473,0,13174,48299
Cust10379,17-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,State7,City4,Location 1910,18,1,NO,2,1,?,65419,6734,11545,47140
Cust1038,18-01-2015,Parked Car,?,Minor Damage,None,State9,City1,Location 1391,16,1,NO,1,1,YES,5330,1230,820,3280
Cust10382,13-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,State4,City7,Location 1468,18,2,YES,0,1,YES,66910,4744,6380,55786
Cust10383,15-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,State4,City7,Location 1238,17,2,YES,0,1,YES,64424,3341,6416,54667
Cust10384,25-02-2015,Parked Car,?,Trivial Damage,Police,State7,City4,Location 2082,3,1,?,2,3,NO,3581,583,83,2915
Cust10385,26-02-2015,Parked Car,?,Trivial Damage,Police,State7,City4,Location 2082,3,1,?,2,1,?,4391,536,321,3534
